Name,Age,Mobile_Number,Password,Occupation,Location,Daily_Usage_GB,Daily_Usage_MB,Data_Limit_GB,Device_Type,Monthly_Usage_GB,Network_Package,Package_Cost,Preferred_Network,SIM_Type
xavier,68,6755113047,xavie@317,Retiree,Tiruvannamalai,1.31,1341.44,2.5,Tablet,39.3,Entertainment+ Data,499,5G,VI
Zarif,66,9828829833,Zarif@691,Freelancer,Salem,3.69,3778.56,1,Tablet,110.7,Standard Plan,199,4G,BSNL
Benton,35,7172442529,Bento@176,Teacher,Salem,4.23,4331.52,2.5,Laptop,126.9,Entertainment+ Data,499,4G,VI
Benedict,29,9353901933,Bened@787,Teacher,Namakkal,1.49,1525.76,2,Television,44.7,Unlimited+ OTT,399,4G,Jio
Karan,44,8980847072,Karan@799,Retiree,Vellore,2.82,2887.68,2.5,Smartphone,84.6,Entertainment+ Data,499,4G,VI
Rex Sherif,70,8763129415,Rex S@152,Teacher,Villupuram,3.97,4065.28,1,Laptop,119.1,Standard Plan,199,5G,BSNL
Jebasto Alex,46,7150763660,Jebas@533,Student,Vellore,0.36,368.64,2,Laptop,10.8,Unlimited+ OTT,399,5G,Jio
Casey Toni,61,8467635327,Casey@020,Teacher,Karur,4.03,4126.72,1.5,Laptop,120.9,Basic+ Calls,299,4G,Airtel
Alex Jordan,26,9906127635,Alex @517,Doctor,Pudukkottai,1.06,1085.44,1.5,Smartphone,31.8,Basic+ Calls,299,4G,Airtel
Morgan Casey,41,8516746053,Morga@277,Student,Thiruvallur,2.88,2949.12,1.5,Tablet,86.4,Basic+ Calls,299,5G,Airtel
Prissila Jebasto,32,6510176307,Priss@334,IT sector,Krishnagiri,3.54,3624.96,2.5,Tablet,106.2,Entertainment+ Data,499,4G,VI
Morgan Jordan,38,7364555766,Morga@337,Other Professionals,Coimbatore,4.61,4720.64,1.5,Tablet,138.3,Basic+ Calls,299,4G,Airtel
Jordan Jordan,33,9358722011,Jorda@544,Other Professionals,Chennai,4.85,4966.4,2.5,Laptop,145.5,Entertainment+ Data,499,4G,VI
Prissila Rex,20,9115347465,Priss@979,Freelancer,Ramanathapuram,0.48,491.52,2,Tablet,14.4,Unlimited+ OTT,399,5G,Jio
Sherif Jordan,65,8716569304,Sheri@900,IT sector,Karur,4.28,4382.72,1,Tablet,128.4,Standard Plan,199,4G,BSNL
Sherif Casey,47,8309048730,Sheri@296,Teacher,Virudhunagar,0.39,399.36,1,Smartphone,11.7,Standard Plan,199,5G,BSNL
Casey Prissila,64,6946517982,Casey@074,Teacher,Coimbatore,3.24,3317.76,1.5,Television,97.2,Basic+ Calls,299,4G,Airtel
Rex Jordan,23,9238330329,Rex J@079,Teacher,Tirunelveli,0.76,778.24,1,Tablet,22.8,Standard Plan,199,4G,BSNL
Casey Sherif,22,7811898531,Casey@889,IT sector,Thoothukudi,1.51,1546.24,1.5,Laptop,45.3,Basic+ Calls,299,4G,Airtel
Sherif Jordan,29,7849809741,Sheri@097,IT sector,Nilgiris,1.22,1249.28,1,Laptop,36.6,Standard Plan,199,4G,BSNL
Jebasto Rex,62,6451937420,Jebas@540,Other Professionals,Coimbatore,2.54,2600.96,2,Laptop,76.2,Unlimited+ OTT,399,5G,Jio
Casey Toni,59,7944981988,Casey@279,Other Professionals,Tirunelveli,1.75,1792,2,Television,52.5,Unlimited+ OTT,399,4G,Jio
Rex Sherif,54,8692341669,Rex S@818,Unemployed,Theni,2.37,2426.88,2.5,Laptop,71.1,Entertainment+ Data,499,4G,VI
Sherif Toni,60,9151835617,Sheri@285,Teacher,Thoothukudi,1.71,1751.04,1,Television,51.3,Standard Plan,199,4G,BSNL
Jordan Alex,67,7795947909,Jorda@087,Freelancer,Chennai,4.11,4208.64,1,Laptop,123.3,Standard Plan,199,5G,BSNL
Morgan Jordan,54,6108532727,Morga@090,Other Professionals,Nagapattinam,0.77,788.48,1,Tablet,23.1,Standard Plan,199,4G,BSNL
Alex Alex,55,8907575464,Alex @581,Retiree,Karur,4.73,4843.52,2.5,Tablet,141.9,Entertainment+ Data,499,4G,VI
Morgan Jebasto,23,9999705306,Morga@707,Teacher,Chennai,2.43,2488.32,1,Tablet,72.9,Standard Plan,199,5G,BSNL
Prissila Jordan,50,9177022378,Priss@576,IT sector,Thiruvallur,1.86,1904.64,2.5,Smartphone,55.8,Entertainment+ Data,499,4G,VI
Jordan Toni,70,9829800195,Jorda@871,Unemployed,Coimbatore,3.39,3471.36,2,Laptop,101.7,Unlimited+ OTT,399,5G,Jio
Rex Rex,66,8279259166,Rex R@394,Other Professionals,Vellore,4.61,4720.64,2.5,Tablet,138.3,Entertainment+ Data,499,5G,VI
Jordan Sherif,60,6139463728,Jorda@015,Retiree,Tirunelveli,3.49,3573.76,1,Smartphone,104.7,Standard Plan,199,4G,BSNL
Alex Toni,39,7915034911,Alex @209,Freelancer,Cuddalore,3.91,4003.84,1.5,Laptop,117.3,Basic+ Calls,299,5G,Airtel
Morgan Rex,31,9622792253,Morga@103,IT sector,Thoothukudi,0.97,993.28,2,Smartphone,29.1,Unlimited+ OTT,399,5G,Jio
Sherif Prissila,30,7743655927,Sheri@108,Student,Perambalur,2.36,2416.64,1.5,Laptop,70.8,Basic+ Calls,299,5G,Airtel
Sherif Casey,24,9225520245,Sheri@787,Other Professionals,Coimbatore,1.16,1187.84,1.5,Laptop,34.8,Basic+ Calls,299,5G,Airtel
Toni Jebasto,55,6495587250,Toni @444,Freelancer,Coimbatore,0.69,706.56,2,Tablet,20.7,Unlimited+ OTT,399,5G,Jio
Prissila Jordan,56,7291782624,Priss@958,Retiree,Ariyalur,0.65,665.6,1,Tablet,19.5,Standard Plan,199,4G,BSNL
Casey Casey,39,8148707823,Casey@797,Student,Karur,0.7,716.8,2,Laptop,21,Unlimited+ OTT,399,4G,Jio
Morgan Prissila,47,6903974939,Morga@138,IT sector,Virudhunagar,3.92,4014.08,2.5,Smartphone,117.6,Entertainment+ Data,499,5G,VI
Jordan Sherif,20,6118303002,Jorda@564,Retiree,Namakkal,0.42,430.08,1.5,Tablet,12.6,Basic+ Calls,299,4G,Airtel
Prissila Toni,23,8563785403,Priss@929,Student,Salem,1.04,1064.96,2,Tablet,31.2,Unlimited+ OTT,399,5G,Jio
Jebasto Rex,46,7427525128,Jebas@976,Teacher,Nilgiris,3.25,3328,2.5,Tablet,97.5,Entertainment+ Data,499,5G,VI
Rex Jebasto,64,6989002280,Rex J@674,Retiree,Thoothukudi,3.36,3440.64,2.5,Smartphone,100.8,Entertainment+ Data,499,5G,VI
Alex Sherif,19,9164992456,Alex @179,Student,Dindigul,0.57,583.68,1,Television,17.1,Standard Plan,199,4G,BSNL
Toni Alex,62,7694792842,Toni @411,Retiree,Nilgiris,1.75,1792,2.5,Tablet,52.5,Entertainment+ Data,499,5G,VI
Rex Prissila,42,7581826306,Rex P@730,Freelancer,Tiruchirappalli,0.18,184.32,2,Tablet,5.4,Unlimited+ OTT,399,4G,Jio
Alex Alex,38,6536298398,Alex @741,Doctor,Perambalur,1.09,1116.16,2.5,Laptop,32.7,Entertainment+ Data,499,4G,VI
Morgan Alex,70,9634989854,Morga@163,Teacher,Nilgiris,4.66,4771.84,2,Laptop,139.8,Unlimited+ OTT,399,4G,Jio
Toni Jebasto,26,6763989040,Toni @777,Retiree,Perambalur,2.63,2693.12,2,Laptop,78.9,Unlimited+ OTT,399,5G,Jio
Sherif Casey,45,9481696414,Sheri@756,Student,Sivagangai,4.91,5027.84,1.5,Television,147.3,Basic+ Calls,299,5G,Airtel
Rex Jordan,32,8271703509,Rex J@205,Freelancer,Pudukkottai,1.04,1064.96,1,Television,31.2,Standard Plan,199,4G,BSNL
Jordan Jebasto,62,8726280741,Jorda@324,Freelancer,Thanjavur,3.83,3921.92,2,Television,114.9,Unlimited+ OTT,399,5G,Jio
Sherif Morgan,43,9728514831,Sheri@202,Retiree,Erode,4.9,5017.6,2.5,Laptop,147,Entertainment+ Data,499,5G,VI
Rex Casey,46,8665014770,Rex C@014,Student,Dindigul,4.16,4259.84,1.5,Smartphone,124.8,Basic+ Calls,299,5G,Airtel
Morgan Morgan,70,7501471958,Morga@062,IT sector,Coimbatore,0.38,389.12,2.5,Television,11.4,Entertainment+ Data,499,5G,VI
Rex Toni,56,8758196326,Rex T@221,Other Professionals,Salem,2.16,2211.84,2.5,Television,64.8,Entertainment+ Data,499,5G,VI
Prissila Casey,34,6975833613,Priss@930,Teacher,Dharmapuri,3.6,3686.4,1.5,Television,108,Basic+ Calls,299,5G,Airtel
Alex Jordan,45,8366905221,Alex @517,Teacher,Namakkal,4.67,4782.08,2,Tablet,140.1,Unlimited+ OTT,399,4G,Jio
Thangaraj,64,7455652462,Thang@172,Other Professionals,Thoothukudi,1.24,1269.76,1.5,Smartphone,37.2,Basic+ Calls,299,5G,Airtel
Thanikachalam,63,8774551282,Thani@570,Teacher,Pudukkottai,2.88,2949.12,1.5,Television,86.4,Basic+ Calls,299,5G,Airtel
Tony roy,18,6974459170,Tony @240,Freelancer,Perambalur,1.31,1341.44,2,Smartphone,39.3,Unlimited+ OTT,399,4G,Jio
Rahil,48,8209039739,Rahil@098,Freelancer,Dharmapuri,3.29,3368.96,2,Television,98.7,Unlimited+ OTT,399,4G,Jio
Ahamad,25,7540348086,Ahama@462,Doctor,Pudukkottai,0.78,798.72,1,Tablet,23.4,Standard Plan,199,5G,BSNL
Raju,69,6489913990,RajuZ@545,Teacher,Virudhunagar,0.96,983.04,1.5,Smartphone,28.8,Basic+ Calls,299,4G,Airtel
Dheena,55,7244254601,Dheen@567,Other Professionals,Dharmapuri,4.1,4198.4,1,Television,123,Standard Plan,199,4G,BSNL
Gopash,62,7397192333,Gopas@666,Other Professionals,Kanchipuram,2.11,2160.64,1.5,Television,63.3,Basic+ Calls,299,4G,Airtel
Sharon Raj,61,7453000685,Sharo@118,IT sector,Namakkal,4.85,4966.4,1,Smartphone,145.5,Standard Plan,199,5G,BSNL
Akshara,41,7896999266,Aksha@504,Unemployed,Madurai,2.49,2549.76,1.5,Tablet,74.7,Basic+ Calls,299,4G,Airtel
Akshitha,34,6857477375,Akshi@976,Other Professionals,Virudhunagar,0.8,819.2,1.5,Tablet,24,Basic+ Calls,299,4G,Airtel
Parle,49,7596457640,Parle@813,Unemployed,Theni,1.89,1935.36,1,Laptop,56.7,Standard Plan,199,4G,BSNL
Govardhini,48,6698626294,Govar@580,Doctor,Coimbatore,2.42,2478.08,2,Laptop,72.6,Unlimited+ OTT,399,5G,Jio
Devadharshini,20,8426280027,Devad@772,Student,Sivagangai,0.39,399.36,1.5,Television,11.7,Basic+ Calls,299,5G,Airtel
Anish,18,6356185601,Anish@513,Doctor,Thoothukudi,4.51,4618.24,2.5,Smartphone,135.3,Entertainment+ Data,499,4G,VI
Mahalakshmi,50,7959693004,Mahal@233,Teacher,Kanchipuram,0.25,256,1,Laptop,7.5,Standard Plan,199,5G,BSNL
Nishaba,68,9240668970,Nisha@779,Student,Tiruchirappalli,4.82,4935.68,1.5,Laptop,144.6,Basic+ Calls,299,5G,Airtel
Ajina,40,7647686615,Ajina@850,Freelancer,Kallakurichi,0.12,122.88,2,Laptop,3.6,Unlimited+ OTT,399,5G,Jio
Alya,70,8768210458,Alyaj@625,Doctor,Ramanathapuram,0.99,1013.76,1.5,Smartphone,29.7,Basic+ Calls,299,4G,Airtel
Rithu,35,7919715274,Rithu@187,IT sector,Thanjavur,1.15,1177.6,1.5,Television,34.5,Basic+ Calls,299,5G,Airtel
Rithvik,65,7104640417,Rithv@681,Student,Virudhunagar,2.25,2304,1,Television,67.5,Standard Plan,199,5G,BSNL
Raja,18,8986690489,RajaE@685,Other Professionals,Nagapattinam,2.25,2304,1,Tablet,67.5,Standard Plan,199,5G,BSNL
Saluba,53,8349082183,Salub@742,Retiree,Thiruvallur,1.86,1904.64,1.5,Tablet,55.8,Basic+ Calls,299,4G,Airtel
Quency,39,6664703057,Quenc@168,IT sector,Thoothukudi,0.35,358.4,1.5,Laptop,10.5,Basic+ Calls,299,5G,Airtel
Viyan,31,9537352341,Viyan@391,Student,Pudukkottai,3.87,3962.88,1,Television,116.1,Standard Plan,199,4G,BSNL
Wincy,29,9409607613,Wincy@136,Doctor,Thiruvarur,4.68,4792.32,1,Tablet,140.4,Standard Plan,199,5G,BSNL
Emily,36,8701101310,Emily@358,Freelancer,Kallakurichi,2.03,2078.72,2,Tablet,60.9,Unlimited+ OTT,399,4G,Jio
Bruno,24,6650760139,Bruno@819,Unemployed,Salem,3.79,3880.96,2,Smartphone,113.7,Unlimited+ OTT,399,4G,Jio
Aptha,45,8378021667,Aptha@822,Student,Tiruchirappalli,0.49,501.76,2.5,Smartphone,14.7,Entertainment+ Data,499,5G,VI
HarrishJayaraj,26,9316621825,Harri@563,Student,Thiruvallur,3.11,3184.64,2.5,Smartphone,93.3,Entertainment+ Data,499,4G,VI
Yuvashankari,30,6140265791,Yuvas@950,Other Professionals,Kallakurichi,0.14,143.36,2,Smartphone,4.2,Unlimited+ OTT,399,4G,Jio
Lingeshwatan,19,6388204778,Linge@461,Student,Thoothukudi,3.52,3604.48,1.5,Laptop,105.6,Basic+ Calls,299,4G,Airtel
Ishwarya,57,7175406481,Ishwa@287,Teacher,Kallakurichi,4.11,4208.64,2,Television,123.3,Unlimited+ OTT,399,4G,Jio
ChaitraReddy,26,6275936687,Chait@915,Teacher,Karur,4.73,4843.52,2.5,Smartphone,141.9,Entertainment+ Data,499,5G,VI
Balasubramanium,61,9709211259,Balas@897,Freelancer,Chennai,4.74,4853.76,2,Tablet,142.2,Unlimited+ OTT,399,4G,Jio
DeviKrishan,46,6912719833,DeviK@656,Freelancer,Tiruchirappalli,3.51,3594.24,1,Tablet,105.3,Standard Plan,199,5G,BSNL
Mala,55,9384163452,MalaB@532,Student,Coimbatore,0.99,1013.76,1.5,Laptop,29.7,Basic+ Calls,299,5G,Airtel
Murugesan,70,7207161812,Murug@298,IT sector,Theni,1.31,1341.44,1.5,Tablet,39.3,Basic+ Calls,299,4G,Airtel
Kumaran,62,8712571713,Kumar@567,Other Professionals,Nagapattinam,0.48,491.52,2.5,Smartphone,14.4,Entertainment+ Data,499,5G,VI
Rajash,52,8487242238,Rajas@678,Retiree,Namakkal,1.65,1689.6,2,Smartphone,49.5,Unlimited+ OTT,399,4G,Jio
Michael,66,8182883189,Micha@284,Unemployed,Tirunelveli,0.81,829.44,2.5,Smartphone,24.3,Entertainment+ Data,499,5G,VI
Palanivel,35,7523724320,Palan@843,Teacher,Coimbatore,2.16,2211.84,1.5,Tablet,64.8,Basic+ Calls,299,4G,Airtel
Jordan Prissila,36,8550967068,Jorda@103,Student,Chennai,2.57,2631.68,1.5,Tablet,77.1,Basic+ Calls,299,4G,Airtel
Manasi,62,6475087831,Manas@951,Retiree,Pudukkottai,1.82,1863.68,2.5,Television,54.6,Entertainment+ Data,499,5G,VI
Mansi,63,6190097722,Mansi@899,Student,Dharmapuri,3.56,3645.44,2.5,Television,106.8,Entertainment+ Data,499,5G,VI
Charumathi,37,7165234221,Charu@802,Doctor,Thanjavur,4.66,4771.84,1.5,Smartphone,139.8,Basic+ Calls,299,4G,Airtel
Jaysoorya,61,9604028513,Jayso@060,Student,Thoothukudi,0.33,337.92,1,Tablet,9.9,Standard Plan,199,4G,BSNL
DeeshaShree,69,6543001136,Deesh@368,Doctor,Erode,3.99,4085.76,2,Tablet,119.7,Unlimited+ OTT,399,4G,Jio
Atman,37,7226253811,Atman@980,Doctor,Dharmapuri,3.25,3328,1,Tablet,97.5,Standard Plan,199,5G,BSNL
Dropathi,37,7945963773,Dropa@639,Unemployed,Ariyalur,0.89,911.36,2.5,Television,26.7,Entertainment+ Data,499,5G,VI
Shankar,61,9644589433,Shank@982,Other Professionals,Tiruvannamalai,2.55,2611.2,2.5,Television,76.5,Entertainment+ Data,499,4G,VI
Prissila Toni,59,8900252106,Priss@365,Retiree,Tiruvannamalai,3.61,3696.64,2.5,Tablet,108.3,Entertainment+ Data,499,5G,VI
Morgan Jordan,24,6213420701,Morga@448,IT sector,Nagapattinam,0.8,819.2,1.5,Television,24,Basic+ Calls,299,5G,Airtel
Casey Toni,46,6245218583,Casey@472,Doctor,Tiruppur,4.64,4751.36,2.5,Laptop,139.2,Entertainment+ Data,499,5G,VI
Jebasto Morgan,54,9831777920,Jebas@726,Teacher,Pudukkottai,3.94,4034.56,1,Smartphone,118.2,Standard Plan,199,5G,BSNL
Casey Rex,20,6202269154,Casey@754,Freelancer,Theni,2.55,2611.2,1,Tablet,76.5,Standard Plan,199,4G,BSNL
Alex Prissila,34,6965486561,Alex @998,Doctor,Karur,0.21,215.04,2,Laptop,6.3,Unlimited+ OTT,399,4G,Jio
Alex Jordan,58,9662448387,Alex @096,Student,Tiruvannamalai,1.95,1996.8,2.5,Smartphone,58.5,Entertainment+ Data,499,5G,VI
Jebasto Casey,31,7113321526,Jebas@585,Retiree,Madurai,4.2,4300.8,2,Tablet,126,Unlimited+ OTT,399,4G,Jio
Sherif Rex,49,6255319380,Sheri@388,Other Professionals,Madurai,0.65,665.6,2,Tablet,19.5,Unlimited+ OTT,399,5G,Jio
Jebasto Casey,59,6653932856,Jebas@148,Unemployed,Tiruchirappalli,4.29,4392.96,2,Television,128.7,Unlimited+ OTT,399,4G,Jio
Toni Rex,70,7138310769,Toni @344,Student,Thiruvarur,2.31,2365.44,2,Smartphone,69.3,Unlimited+ OTT,399,4G,Jio
Sherif Jordan,66,9966703522,Sheri@309,Other Professionals,Thiruvallur,4.15,4249.6,2,Laptop,124.5,Unlimited+ OTT,399,4G,Jio
Casey Casey,44,9438755134,Casey@510,Freelancer,Salem,2.96,3031.04,1.5,Tablet,88.8,Basic+ Calls,299,4G,Airtel
Prissila Toni,20,9179826960,Priss@318,Freelancer,Nilgiris,4.1,4198.4,1.5,Laptop,123,Basic+ Calls,299,4G,Airtel
Alex Casey,40,8422472300,Alex @674,Freelancer,Thiruvarur,2.95,3020.8,1.5,Laptop,88.5,Basic+ Calls,299,5G,Airtel
Sherif Sherif,34,7834625306,Sheri@050,Freelancer,Sivagangai,3.55,3635.2,2,Tablet,106.5,Unlimited+ OTT,399,4G,Jio
Toni Morgan,69,6223920386,Toni @143,Retiree,Nagapattinam,4.15,4249.6,1,Tablet,124.5,Standard Plan,199,4G,BSNL
Rex Rex,52,8310174936,Rex R@136,Teacher,Cuddalore,4.93,5048.32,1,Smartphone,147.9,Standard Plan,199,5G,BSNL
Jebasto Sherif,54,7249002581,Jebas@742,Doctor,Erode,4.12,4218.88,2.5,Tablet,123.6,Entertainment+ Data,499,5G,VI
Jebasto Morgan,60,7868106576,Jebas@195,IT sector,Villupuram,2.26,2314.24,1.5,Smartphone,67.8,Basic+ Calls,299,4G,Airtel
Jebasto Sherif,68,6563437332,Jebas@700,Retiree,Vellore,4.61,4720.64,1.5,Television,138.3,Basic+ Calls,299,5G,Airtel
Alex Alex,53,6748536069,Alex @293,IT sector,Nilgiris,4.27,4372.48,2,Tablet,128.1,Unlimited+ OTT,399,4G,Jio
Jebasto Casey,51,9263271536,Jebas@461,Doctor,Perambalur,0.99,1013.76,2.5,Laptop,29.7,Entertainment+ Data,499,5G,VI
Toni Toni,36,8445023840,Toni @657,Retiree,Tiruchirappalli,3.02,3092.48,1,Laptop,90.6,Standard Plan,199,5G,BSNL
Rex Alex,70,8764937452,Rex A@324,Retiree,Madurai,3.2,3276.8,1.5,Tablet,96,Basic+ Calls,299,4G,Airtel
Jordan Rex,33,6865342694,Jorda@271,Retiree,Dindigul,2.46,2519.04,1,Smartphone,73.8,Standard Plan,199,5G,BSNL
Prissila Casey,30,8699823070,Priss@016,Retiree,Theni,2.75,2816,1.5,Smartphone,82.5,Basic+ Calls,299,5G,Airtel
Rex Alex,56,6555276732,Rex A@961,Freelancer,Salem,4.94,5058.56,1.5,Television,148.2,Basic+ Calls,299,4G,Airtel
Sherif Toni,23,9777370524,Sheri@501,Teacher,Kallakurichi,2.6,2662.4,1,Smartphone,78,Standard Plan,199,5G,BSNL
Alex Prissila,65,8533233489,Alex @748,Doctor,Salem,0.49,501.76,1.5,Tablet,14.7,Basic+ Calls,299,4G,Airtel
Prissila Sherif,29,6984658469,Priss@795,Doctor,Tiruvannamalai,1.55,1587.2,2.5,Laptop,46.5,Entertainment+ Data,499,4G,VI
Rex Jebasto,53,7590025746,Rex J@821,Freelancer,Karur,4.6,4710.4,1.5,Smartphone,138,Basic+ Calls,299,4G,Airtel
Alex Morgan,46,9965970415,Alex @015,Freelancer,Tirunelveli,2.65,2713.6,2.5,Laptop,79.5,Entertainment+ Data,499,4G,VI
Prissila Alex,39,6304877970,Priss@920,Other Professionals,Nilgiris,2.67,2734.08,2.5,Smartphone,80.1,Entertainment+ Data,499,4G,VI
Sherif Rex,67,6914914639,Sheri@847,Teacher,Tiruppur,2.3,2355.2,2.5,Smartphone,69,Entertainment+ Data,499,4G,VI
Rex Morgan,53,9527941053,Rex M@675,Freelancer,Tiruppur,2.65,2713.6,2.5,Television,79.5,Entertainment+ Data,499,5G,VI
Morgan Toni,48,7852834267,Morga@417,Retiree,Vellore,4.36,4464.64,2,Tablet,130.8,Unlimited+ OTT,399,4G,Jio
Toni Prissila,24,7886662819,Toni @924,Unemployed,Dharmapuri,2.31,2365.44,2,Television,69.3,Unlimited+ OTT,399,4G,Jio
Jordan Jordan,19,6776782770,Jorda@057,Teacher,Nagapattinam,0.27,276.48,1.5,Smartphone,8.1,Basic+ Calls,299,4G,Airtel
Jebasto Jebasto,70,7526971957,Jebas@055,Teacher,Coimbatore,3.17,3246.08,2,Tablet,95.1,Unlimited+ OTT,399,4G,Jio
Jordan Prissila,21,9872789405,Jorda@534,Teacher,Theni,1.13,1157.12,1,Television,33.9,Standard Plan,199,4G,BSNL
Rex Toni,65,7275131668,Rex T@826,Teacher,Vellore,3.71,3799.04,2.5,Tablet,111.3,Entertainment+ Data,499,4G,VI
Jordan Morgan,49,6807195750,Jorda@147,IT sector,Madurai,1.72,1761.28,2,Tablet,51.6,Unlimited+ OTT,399,4G,Jio
Rex Casey,36,8728612186,Rex C@543,Student,Vellore,4.45,4556.8,1,Laptop,133.5,Standard Plan,199,5G,BSNL
Rex Casey,19,8952377288,Rex C@470,Teacher,Sivagangai,3.94,4034.56,1,Smartphone,118.2,Standard Plan,199,4G,BSNL
Rex Casey,18,9461222537,Rex C@024,Student,Thanjavur,1.44,1474.56,1,Television,43.2,Standard Plan,199,4G,BSNL
Morgan Casey,63,7795338250,Morga@092,IT sector,Tirunelveli,4.62,4730.88,2,Smartphone,138.6,Unlimited+ OTT,399,5G,Jio
Toni Morgan,34,8743545745,Toni @403,Other Professionals,Cuddalore,1.01,1034.24,2,Television,30.3,Unlimited+ OTT,399,5G,Jio
Jebasto Sherif,36,6257414139,Jebas@146,Teacher,Dharmapuri,0.95,972.8,1.5,Smartphone,28.5,Basic+ Calls,299,5G,Airtel
Morgan Jordan,25,9457799697,Morga@478,IT sector,Kallakurichi,2.21,2263.04,1,Television,66.3,Standard Plan,199,5G,BSNL
Jordan Rex,19,8409773792,Jorda@990,Teacher,Villupuram,1.71,1751.04,1,Tablet,51.3,Standard Plan,199,5G,BSNL
Toni Morgan,34,7869942756,Toni @046,Freelancer,Krishnagiri,1.07,1095.68,1,Laptop,32.1,Standard Plan,199,4G,BSNL
Prissila Morgan,66,8145541241,Priss@082,Other Professionals,Krishnagiri,1.56,1597.44,2.5,Tablet,46.8,Entertainment+ Data,499,4G,VI
Casey Jordan,30,6297857541,Casey@784,Freelancer,Thiruvarur,2.63,2693.12,2,Smartphone,78.9,Unlimited+ OTT,399,5G,Jio
Morgan Casey,19,8717429509,Morga@905,Freelancer,Tirunelveli,2.84,2908.16,1.5,Laptop,85.2,Basic+ Calls,299,4G,Airtel
Rex Alex,28,7199307894,Rex A@972,Freelancer,Dindigul,1.81,1853.44,1.5,Tablet,54.3,Basic+ Calls,299,5G,Airtel
Toni Rex,58,8202028223,Toni @650,IT sector,Coimbatore,3.31,3389.44,2.5,Smartphone,99.3,Entertainment+ Data,499,5G,VI
Jordan Sherif,21,8407521818,Jorda@656,Teacher,Ramanathapuram,2.64,2703.36,2.5,Television,79.2,Entertainment+ Data,499,4G,VI
Toni Jebasto,66,8861974014,Toni @214,Teacher,Nilgiris,2.77,2836.48,2,Tablet,83.1,Unlimited+ OTT,399,4G,Jio
Toni Morgan,31,7374439227,Toni @030,IT sector,Cuddalore,0.52,532.48,2.5,Smartphone,15.6,Entertainment+ Data,499,4G,VI
Alex Jordan,49,9476699121,Alex @429,Other Professionals,Thanjavur,4.73,4843.52,2.5,Tablet,141.9,Entertainment+ Data,499,5G,VI
Rex Prissila,65,8896054671,Rex P@952,Doctor,Tiruchirappalli,1.91,1955.84,2,Tablet,57.3,Unlimited+ OTT,399,5G,Jio
Morgan Morgan,58,8643476951,Morga@711,Doctor,Sivagangai,1.15,1177.6,2,Laptop,34.5,Unlimited+ OTT,399,5G,Jio
Rex Morgan,34,7815384864,Rex M@986,Unemployed,Nagapattinam,4.42,4526.08,1,Tablet,132.6,Standard Plan,199,5G,BSNL
Morgan Jebasto,38,9633234509,Morga@221,Teacher,Thanjavur,1.01,1034.24,2.5,Television,30.3,Entertainment+ Data,499,5G,VI
Rex Toni,23,9657514067,Rex T@525,Freelancer,Thiruvarur,1.69,1730.56,2.5,Tablet,50.7,Entertainment+ Data,499,5G,VI
Toni Casey,37,9754450229,Toni @016,Unemployed,Thanjavur,0.26,266.24,2,Laptop,7.8,Unlimited+ OTT,399,4G,Jio
Jebasto Rex,24,9252046023,Jebas@176,Teacher,Dindigul,0.66,675.84,2,Smartphone,19.8,Unlimited+ OTT,399,5G,Jio
Toni Morgan,53,7655188532,Toni @886,Unemployed,Tiruppur,3.13,3205.12,1,Smartphone,93.9,Standard Plan,199,5G,BSNL
Toni Toni,22,7762792522,Toni @082,Unemployed,Madurai,0.94,962.56,1.5,Laptop,28.2,Basic+ Calls,299,5G,Airtel
Sherif Prissila,46,6336933121,Sheri@754,Retiree,Perambalur,2.25,2304,2,Laptop,67.5,Unlimited+ OTT,399,5G,Jio
Toni Rex,37,9360181330,Toni @560,Teacher,Erode,0.65,665.6,2,Smartphone,19.5,Unlimited+ OTT,399,4G,Jio
Prissila Sherif,38,9678825138,Priss@596,Other Professionals,Karur,3.2,3276.8,2,Tablet,96,Unlimited+ OTT,399,4G,Jio
Prissila Sherif,28,7811352414,Priss@730,Doctor,Thiruvallur,2.45,2508.8,1,Television,73.5,Standard Plan,199,4G,BSNL
Jordan Jebasto,26,7707151192,Jorda@059,Student,Thoothukudi,1.48,1515.52,2,Television,44.4,Unlimited+ OTT,399,4G,Jio
Casey Morgan,46,9169620743,Casey@833,Retiree,Coimbatore,3.33,3409.92,2.5,Laptop,99.9,Entertainment+ Data,499,4G,VI
Alex Jordan,64,9795879954,Alex @102,Student,Villupuram,4.57,4679.68,1.5,Tablet,137.1,Basic+ Calls,299,4G,Airtel
Sherif Jordan,43,8688114075,Sheri@586,Teacher,Virudhunagar,4.5,4608,1,Smartphone,135,Standard Plan,199,5G,BSNL
Casey Rex,69,9489593097,Casey@222,Teacher,Karur,1.82,1863.68,2.5,Smartphone,54.6,Entertainment+ Data,499,5G,VI
Jordan Sherif,51,8833310566,Jorda@226,Teacher,Sivagangai,0.17,174.08,1.5,Laptop,5.1,Basic+ Calls,299,4G,Airtel
Morgan Morgan,35,9599140599,Morga@949,Unemployed,Ariyalur,1.31,1341.44,1.5,Tablet,39.3,Basic+ Calls,299,4G,Airtel
Sherif Rex,22,7755257947,Sheri@938,Unemployed,Tiruvannamalai,4.47,4577.28,2.5,Tablet,134.1,Entertainment+ Data,499,5G,VI
